,recall,precission,f-value
0,0.011235955056179775,1.0,0.02222222222222222
1,0.02247191011235955,1.0,0.04395604395604395
2,0.033707865168539325,1.0,0.06521739130434782
3,0.0449438202247191,1.0,0.08602150537634408
4,0.056179775280898875,1.0,0.10638297872340426
5,0.06741573033707865,1.0,0.12631578947368421
6,0.07865168539325842,1.0,0.14583333333333334
7,0.0898876404494382,1.0,0.16494845360824742
8,0.10112359550561797,1.0,0.18367346938775508
9,0.11235955056179775,1.0,0.20202020202020202
10,0.12359550561797752,1.0,0.21999999999999997
11,0.1348314606741573,1.0,0.23762376237623764
12,0.14606741573033707,1.0,0.25490196078431376
13,0.15730337078651685,1.0,0.27184466019417475
14,0.16853932584269662,1.0,0.28846153846153844
15,0.1797752808988764,1.0,0.30476190476190473
16,0.19101123595505617,1.0,0.32075471698113206
17,0.20224719101123595,1.0,0.3364485981308411
18,0.21348314606741572,1.0,0.3518518518518518
19,0.2247191011235955,1.0,0.36697247706422015
20,0.23595505617977527,1.0,0.38181818181818183
21,0.24719101123595505,1.0,0.3963963963963964
22,0.25842696629213485,1.0,0.41071428571428575
23,0.2696629213483146,1.0,0.4247787610619469
24,0.2808988764044944,1.0,0.4385964912280702
25,0.29213483146067415,1.0,0.45217391304347826
26,0.30337078651685395,1.0,0.46551724137931033
27,0.30337078651685395,0.9642857142857143,0.46153846153846156
28,0.3146067415730337,0.9655172413793104,0.4745762711864407
29,0.3258426966292135,0.9666666666666667,0.4873949579831933
30,0.33707865168539325,0.967741935483871,0.5
31,0.33707865168539325,0.9375,0.4958677685950413
32,0.34831460674157305,0.9393939393939394,0.5081967213114755
33,0.3595505617977528,0.9411764705882353,0.5203252032520325
34,0.3707865168539326,0.9428571428571428,0.532258064516129
35,0.38202247191011235,0.9444444444444444,0.5439999999999999
36,0.39325842696629215,0.9459459459459459,0.5555555555555556
37,0.4044943820224719,0.9473684210526315,0.5669291338582677
38,0.4157303370786517,0.9487179487179487,0.578125
39,0.42696629213483145,0.95,0.5891472868217055
40,0.43820224719101125,0.9512195121951219,0.6
41,0.43820224719101125,0.9285714285714286,0.5954198473282443
42,0.449438202247191,0.9302325581395349,0.606060606060606
43,0.449438202247191,0.9090909090909091,0.6015037593984962
44,0.4606741573033708,0.9111111111111111,0.6119402985074627
45,0.4606741573033708,0.8913043478260869,0.6074074074074074
46,0.4606741573033708,0.8723404255319149,0.6029411764705883
47,0.4606741573033708,0.8541666666666666,0.5985401459854015
48,0.47191011235955055,0.8571428571428571,0.6086956521739131
49,0.48314606741573035,0.86,0.6187050359712231
50,0.48314606741573035,0.8431372549019608,0.6142857142857143
51,0.4943820224719101,0.8461538461538461,0.624113475177305
52,0.5056179775280899,0.8490566037735849,0.6338028169014085
53,0.5056179775280899,0.8333333333333334,0.6293706293706294
54,0.5056179775280899,0.8181818181818182,0.6250000000000001
55,0.5056179775280899,0.8035714285714286,0.6206896551724139
56,0.5168539325842697,0.8070175438596491,0.6301369863013698
57,0.5168539325842697,0.7931034482758621,0.6258503401360546
58,0.5168539325842697,0.7796610169491526,0.6216216216216216
59,0.5280898876404494,0.7833333333333333,0.6308724832214764
60,0.5280898876404494,0.7704918032786885,0.6266666666666666
61,0.5393258426966292,0.7741935483870968,0.6357615894039735
62,0.5393258426966292,0.7619047619047619,0.631578947368421
63,0.550561797752809,0.765625,0.6405228758169935
64,0.550561797752809,0.7538461538461538,0.6363636363636364
65,0.550561797752809,0.7424242424242424,0.6322580645161291
66,0.550561797752809,0.7313432835820896,0.6282051282051283
67,0.550561797752809,0.7205882352941176,0.624203821656051
68,0.5617977528089888,0.7246376811594203,0.6329113924050632
69,0.5730337078651685,0.7285714285714285,0.6415094339622641
70,0.5842696629213483,0.7323943661971831,0.65
71,0.5955056179775281,0.7361111111111112,0.658385093167702
72,0.5955056179775281,0.726027397260274,0.654320987654321
73,0.5955056179775281,0.7162162162162162,0.6503067484662577
74,0.5955056179775281,0.7066666666666667,0.6463414634146342
75,0.5955056179775281,0.6973684210526315,0.6424242424242425
76,0.5955056179775281,0.6883116883116883,0.6385542168674699
77,0.5955056179775281,0.6794871794871795,0.6347305389221557
78,0.6067415730337079,0.6835443037974683,0.6428571428571429
79,0.6067415730337079,0.675,0.6390532544378699
80,0.6067415730337079,0.6666666666666666,0.6352941176470588
81,0.6067415730337079,0.6585365853658537,0.631578947368421
82,0.6067415730337079,0.6506024096385542,0.627906976744186
83,0.6067415730337079,0.6428571428571429,0.6242774566473989
84,0.6067415730337079,0.6352941176470588,0.6206896551724137
85,0.6067415730337079,0.627906976744186,0.6171428571428572
86,0.6067415730337079,0.6206896551724138,0.6136363636363636
87,0.6179775280898876,0.625,0.6214689265536723
88,0.6179775280898876,0.6179775280898876,0.6179775280898876
89,0.6179775280898876,0.6111111111111112,0.6145251396648045
90,0.6179775280898876,0.6043956043956044,0.611111111111111
91,0.6179775280898876,0.5978260869565217,0.6077348066298343
92,0.6292134831460674,0.6021505376344086,0.6153846153846154
93,0.6292134831460674,0.5957446808510638,0.6120218579234972
94,0.6292134831460674,0.5894736842105263,0.6086956521739131
95,0.6292134831460674,0.5833333333333334,0.6054054054054054
96,0.6404494382022472,0.5876288659793815,0.6129032258064515
97,0.6404494382022472,0.5816326530612245,0.6096256684491977
98,0.6404494382022472,0.5757575757575758,0.6063829787234043
99,0.6404494382022472,0.57,0.6031746031746033
100,0.651685393258427,0.5742574257425742,0.6105263157894737
101,0.6629213483146067,0.5784313725490197,0.6178010471204188
102,0.6629213483146067,0.5728155339805825,0.6145833333333334
103,0.6629213483146067,0.5673076923076923,0.61139896373057
104,0.6629213483146067,0.5619047619047619,0.6082474226804124
105,0.6629213483146067,0.5566037735849056,0.6051282051282052
106,0.6629213483146067,0.5514018691588785,0.6020408163265305
107,0.6629213483146067,0.5462962962962963,0.598984771573604
108,0.6629213483146067,0.5412844036697247,0.5959595959595959
109,0.6741573033707865,0.5454545454545454,0.6030150753768845
110,0.6741573033707865,0.5405405405405406,0.6
111,0.6741573033707865,0.5357142857142857,0.5970149253731343
112,0.6741573033707865,0.5309734513274337,0.594059405940594
113,0.6853932584269663,0.5350877192982456,0.6009852216748769
114,0.6853932584269663,0.5304347826086957,0.5980392156862745
115,0.6966292134831461,0.5344827586206896,0.6048780487804878
116,0.6966292134831461,0.5299145299145299,0.6019417475728156
117,0.6966292134831461,0.5254237288135594,0.5990338164251209
118,0.6966292134831461,0.5210084033613446,0.5961538461538461
119,0.6966292134831461,0.5166666666666667,0.5933014354066987
120,0.6966292134831461,0.512396694214876,0.5904761904761905
121,0.6966292134831461,0.5081967213114754,0.5876777251184835
122,0.6966292134831461,0.5040650406504065,0.5849056603773585
123,0.6966292134831461,0.5,0.5821596244131456
124,0.6966292134831461,0.496,0.5794392523364487
125,0.7078651685393258,0.5,0.586046511627907
126,0.7078651685393258,0.49606299212598426,0.5833333333333334
