,recall,precission,f-value
0,0.011235955056179775,1.0,0.02222222222222222
1,0.02247191011235955,1.0,0.04395604395604395
2,0.033707865168539325,1.0,0.06521739130434782
3,0.0449438202247191,1.0,0.08602150537634408
4,0.056179775280898875,1.0,0.10638297872340426
5,0.06741573033707865,1.0,0.12631578947368421
6,0.07865168539325842,1.0,0.14583333333333334
7,0.0898876404494382,1.0,0.16494845360824742
8,0.10112359550561797,1.0,0.18367346938775508
9,0.10112359550561797,0.9,0.18181818181818182
10,0.11235955056179775,0.9090909090909091,0.19999999999999998
11,0.12359550561797752,0.9166666666666666,0.21782178217821782
12,0.1348314606741573,0.9230769230769231,0.2352941176470588
13,0.14606741573033707,0.9285714285714286,0.2524271844660194
14,0.15730337078651685,0.9333333333333333,0.2692307692307693
15,0.16853932584269662,0.9375,0.2857142857142857
16,0.16853932584269662,0.8823529411764706,0.2830188679245283
17,0.1797752808988764,0.8888888888888888,0.29906542056074764
18,0.19101123595505617,0.8947368421052632,0.3148148148148148
19,0.20224719101123595,0.9,0.3302752293577982
20,0.21348314606741572,0.9047619047619048,0.34545454545454546
21,0.2247191011235955,0.9090909090909091,0.36036036036036034
22,0.23595505617977527,0.9130434782608695,0.375
23,0.24719101123595505,0.9166666666666666,0.3893805309734513
24,0.25842696629213485,0.92,0.4035087719298246
25,0.2696629213483146,0.9230769230769231,0.4173913043478261
26,0.2808988764044944,0.9259259259259259,0.43103448275862066
27,0.29213483146067415,0.9285714285714286,0.44444444444444436
28,0.29213483146067415,0.896551724137931,0.4406779661016949
29,0.30337078651685395,0.9,0.45378151260504207
30,0.30337078651685395,0.8709677419354839,0.45000000000000007
31,0.30337078651685395,0.84375,0.44628099173553715
32,0.3146067415730337,0.8484848484848485,0.45901639344262296
33,0.3258426966292135,0.8529411764705882,0.4715447154471545
34,0.3258426966292135,0.8285714285714286,0.467741935483871
35,0.3258426966292135,0.8055555555555556,0.4640000000000001
36,0.3258426966292135,0.7837837837837838,0.4603174603174603
37,0.3258426966292135,0.7631578947368421,0.4566929133858268
38,0.33707865168539325,0.7692307692307693,0.46875
39,0.33707865168539325,0.75,0.4651162790697675
40,0.34831460674157305,0.7560975609756098,0.4769230769230769
41,0.34831460674157305,0.7380952380952381,0.47328244274809167
42,0.34831460674157305,0.7209302325581395,0.4696969696969697
43,0.3595505617977528,0.7272727272727273,0.481203007518797
44,0.3595505617977528,0.7111111111111111,0.4776119402985074
45,0.3707865168539326,0.717391304347826,0.48888888888888893
46,0.38202247191011235,0.723404255319149,0.5
47,0.38202247191011235,0.7083333333333334,0.49635036496350365
48,0.39325842696629215,0.7142857142857143,0.5072463768115942
49,0.39325842696629215,0.7,0.5035971223021583
50,0.4044943820224719,0.7058823529411765,0.5142857142857143
51,0.4044943820224719,0.6923076923076923,0.5106382978723405
52,0.4157303370786517,0.6981132075471698,0.5211267605633803
53,0.4157303370786517,0.6851851851851852,0.5174825174825175
54,0.4157303370786517,0.6727272727272727,0.513888888888889
55,0.4157303370786517,0.6607142857142857,0.5103448275862069
56,0.4157303370786517,0.6491228070175439,0.5068493150684932
57,0.4157303370786517,0.6379310344827587,0.5034013605442176
58,0.4157303370786517,0.6271186440677966,0.5
59,0.4157303370786517,0.6166666666666667,0.4966442953020135
60,0.4157303370786517,0.6065573770491803,0.4933333333333334
61,0.4157303370786517,0.5967741935483871,0.4900662251655629
62,0.42696629213483145,0.6031746031746031,0.5
63,0.43820224719101125,0.609375,0.5098039215686275
64,0.43820224719101125,0.6,0.5064935064935064
65,0.43820224719101125,0.5909090909090909,0.503225806451613
66,0.449438202247191,0.5970149253731343,0.5128205128205128
67,0.449438202247191,0.5882352941176471,0.5095541401273886
68,0.449438202247191,0.5797101449275363,0.5063291139240506
69,0.449438202247191,0.5714285714285714,0.5031446540880503
70,0.449438202247191,0.5633802816901409,0.5000000000000001
71,0.449438202247191,0.5555555555555556,0.4968944099378882
72,0.449438202247191,0.547945205479452,0.49382716049382713
73,0.449438202247191,0.5405405405405406,0.49079754601226994
74,0.449438202247191,0.5333333333333333,0.4878048780487805
75,0.449438202247191,0.5263157894736842,0.48484848484848486
76,0.4606741573033708,0.5324675324675324,0.49397590361445787
77,0.4606741573033708,0.5256410256410257,0.4910179640718563
78,0.4606741573033708,0.5189873417721519,0.4880952380952381
79,0.4606741573033708,0.5125,0.48520710059171596
80,0.4606741573033708,0.5061728395061729,0.4823529411764706
81,0.4606741573033708,0.5,0.4795321637426901
82,0.47191011235955055,0.5060240963855421,0.4883720930232558
83,0.47191011235955055,0.5,0.48554913294797686
84,0.47191011235955055,0.49411764705882355,0.48275862068965514
85,0.47191011235955055,0.4883720930232558,0.4799999999999999
86,0.47191011235955055,0.4827586206896552,0.47727272727272724
87,0.48314606741573035,0.48863636363636365,0.4858757062146893
88,0.48314606741573035,0.48314606741573035,0.48314606741573035
89,0.48314606741573035,0.4777777777777778,0.4804469273743017
90,0.48314606741573035,0.4725274725274725,0.47777777777777786
91,0.48314606741573035,0.4673913043478261,0.47513812154696133
92,0.48314606741573035,0.46236559139784944,0.4725274725274725
93,0.48314606741573035,0.4574468085106383,0.4699453551912568
94,0.48314606741573035,0.45263157894736844,0.4673913043478261
95,0.48314606741573035,0.4479166666666667,0.4648648648648649
96,0.48314606741573035,0.44329896907216493,0.4623655913978494
97,0.48314606741573035,0.4387755102040816,0.4598930481283422
98,0.48314606741573035,0.43434343434343436,0.45744680851063835
99,0.48314606741573035,0.43,0.45502645502645506
100,0.48314606741573035,0.42574257425742573,0.45263157894736844
101,0.48314606741573035,0.4215686274509804,0.450261780104712
102,0.48314606741573035,0.4174757281553398,0.4479166666666667
103,0.48314606741573035,0.41346153846153844,0.4455958549222798
104,0.48314606741573035,0.4095238095238095,0.44329896907216493
105,0.4943820224719101,0.41509433962264153,0.4512820512820513
106,0.4943820224719101,0.411214953271028,0.44897959183673475
107,0.4943820224719101,0.4074074074074074,0.4467005076142132
108,0.4943820224719101,0.4036697247706422,0.4444444444444444
109,0.4943820224719101,0.4,0.4422110552763819
110,0.4943820224719101,0.3963963963963964,0.43999999999999995
111,0.4943820224719101,0.39285714285714285,0.43781094527363185
112,0.5056179775280899,0.39823008849557523,0.44554455445544555
113,0.5056179775280899,0.39473684210526316,0.4433497536945813
114,0.5056179775280899,0.391304347826087,0.4411764705882353
115,0.5056179775280899,0.3879310344827586,0.4390243902439025
116,0.5056179775280899,0.38461538461538464,0.4368932038834951
117,0.5056179775280899,0.3813559322033898,0.43478260869565216
118,0.5056179775280899,0.37815126050420167,0.4326923076923077
119,0.5056179775280899,0.375,0.43062200956937796
120,0.5056179775280899,0.371900826446281,0.42857142857142855
121,0.5056179775280899,0.36885245901639346,0.4265402843601896
122,0.5056179775280899,0.36585365853658536,0.4245283018867924
123,0.5056179775280899,0.3629032258064516,0.4225352112676057
124,0.5056179775280899,0.36,0.4205607476635514
